model,task,level,l1,resource_type,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std
rubert,sent_len_bin,sent,korean,n/a,9,2175,0.4163,0.3914,0.3966,0.0092,0.2361,0.788,0.004,0.7844,0.0048
rubert,sent_len_bin,sent,norwegian,n/a,9,849,0.4163,0.3914,0.3612,0.0212,0.3109,0.7527,0.0231,0.7566,0.0238
rubert,sent_len_bin,sent,pushtu,n/a,9,293,0.4163,0.3914,0.4174,-0.0136,0.2221,0.8089,0.0053,0.813,0.0074
rubert,sent_len_bin,sent,swedish,n/a,9,1888,0.4163,0.3914,0.3755,-0.0011,0.0845,0.767,0.0116,0.7732,0.0111
rubert,sent_len_bin,sent,thai,n/a,9,318,0.4163,0.3914,0.2878,-0.0063,0.5167,0.6792,0.0353,0.6741,0.0354
rubert,sent_len_bin,sent,сzech,n/a,9,832,0.4163,0.3914,0.4559,-0.0108,0.2444,0.8474,0.0148,0.7154,0.0221
rubert,sent_len_bin,sent,resource_high,high,9,19199,0.4163,0.3914,0.4253,0.0001,0.0997,0.8168,0.0013,0.8171,0.0012
rubert,sent_len_bin,sent,resource_low,low,9,6284,0.4163,0.3914,0.374,-0.0129,0.2727,0.7654,0.0013,0.7581,0.001
rubert,sent_len_bin,sent,arabic,n/a,10,1152,0.4163,0.3914,0.4002,-0.0078,0.2936,0.7917,0.0037,0.7854,0.0057
rubert,sent_len_bin,sent,bulgarian,n/a,10,758,0.4163,0.3914,0.3592,0.0053,0.1556,0.7507,0.0087,0.7443,0.0082
rubert,sent_len_bin,sent,chinese,n/a,10,2261,0.4163,0.3914,0.3675,-0.004,0.2234,0.7589,0.0128,0.7614,0.0124
rubert,sent_len_bin,sent,english,n/a,10,2935,0.4163,0.3914,0.3786,-0.0068,0.2464,0.77,0.0121,0.762,0.0168
rubert,sent_len_bin,sent,finnish,n/a,10,2695,0.4163,0.3914,0.3607,0.0026,0.2287,0.7521,0.0092,0.7259,0.0114
rubert,sent_len_bin,sent,french,n/a,10,2187,0.4163,0.3914,0.3516,-0.0032,0.1799,0.743,0.0152,0.7411,0.0137
rubert,sent_len_bin,sent,german,n/a,10,1504,0.4163,0.3914,0.3712,-0.0027,0.1779,0.7626,0.014,0.7541,0.0147
rubert,sent_len_bin,sent,hindi,n/a,10,322,0.4163,0.3914,0.3477,-0.0124,0.3096,0.7392,0.0142,0.7412,0.012
rubert,sent_len_bin,sent,hungarian,n/a,10,217,0.4163,0.3914,0.3598,0.0001,1.0989,0.7513,0.0211,0.7467,0.0244
rubert,sent_len_bin,sent,italian,n/a,10,1501,0.4163,0.3914,0.4107,0.0047,0.2691,0.8021,0.0113,0.7738,0.0138
rubert,sent_len_bin,sent,japonese,n/a,10,1320,0.4163,0.3914,0.3631,-0.0129,0.2268,0.7545,0.0165,0.7573,0.015
rubert,sent_len_bin,sent,kazah,n/a,10,2276,0.4163,0.3914,0.3678,-0.0132,0.1993,0.7592,0.016,0.7593,0.016
rubert,sent_len_bin,sent,korean,n/a,10,2175,0.4163,0.3914,0.3929,-0.0037,0.2361,0.7844,0.0151,0.7807,0.0114
rubert,sent_len_bin,sent,norwegian,n/a,10,849,0.4163,0.3914,0.3447,-0.0165,0.3109,0.7362,0.0203,0.7419,0.0212
rubert,sent_len_bin,sent,pushtu,n/a,10,293,0.4163,0.3914,0.4174,-0.0,0.2221,0.8088,0.0106,0.8109,0.0074
rubert,sent_len_bin,sent,swedish,n/a,10,1888,0.4163,0.3914,0.3671,-0.0085,0.0845,0.7585,0.0185,0.7648,0.018
rubert,sent_len_bin,sent,thai,n/a,10,318,0.4163,0.3914,0.313,0.0252,0.5167,0.7044,0.0311,0.7003,0.0296
rubert,sent_len_bin,sent,сzech,n/a,10,832,0.4163,0.3914,0.4536,-0.0024,0.2444,0.845,0.0259,0.7227,0.0326
rubert,sent_len_bin,sent,resource_high,high,10,19199,0.4163,0.3914,0.4239,-0.0014,0.0997,0.8154,0.0026,0.8157,0.0028
rubert,sent_len_bin,sent,resource_low,low,10,6284,0.4163,0.3914,0.3847,0.0107,0.2727,0.7761,0.0032,0.7698,0.0027
rubert,sent_len_bin,sent,arabic,n/a,11,1152,0.4163,0.3914,0.408,0.0078,0.2936,0.7995,0.0093,0.7952,0.0053
rubert,sent_len_bin,sent,bulgarian,n/a,11,758,0.4163,0.3914,0.3513,-0.0079,0.1556,0.7427,0.0172,0.737,0.018
rubert,sent_len_bin,sent,chinese,n/a,11,2261,0.4163,0.3914,0.3503,-0.0173,0.2234,0.7417,0.0175,0.7446,0.0184
rubert,sent_len_bin,sent,english,n/a,11,2935,0.4163,0.3914,0.3667,-0.0119,0.2464,0.7581,0.0105,0.7478,0.0148
rubert,sent_len_bin,sent,finnish,n/a,11,2695,0.4163,0.3914,0.3544,-0.0063,0.2287,0.7458,0.0225,0.7209,0.0267
rubert,sent_len_bin,sent,french,n/a,11,2187,0.4163,0.3914,0.3392,-0.0123,0.1799,0.7307,0.0039,0.7295,0.0035
rubert,sent_len_bin,sent,german,n/a,11,1504,0.4163,0.3914,0.3513,-0.0199,0.1779,0.7427,0.0201,0.7354,0.0193
rubert,sent_len_bin,sent,hindi,n/a,11,322,0.4163,0.3914,0.3322,-0.0155,0.3096,0.7236,0.017,0.727,0.0135
rubert,sent_len_bin,sent,hungarian,n/a,11,217,0.4163,0.3914,0.3736,0.0138,1.0989,0.765,0.0189,0.759,0.0134
rubert,sent_len_bin,sent,italian,n/a,11,1501,0.4163,0.3914,0.404,-0.0067,0.2691,0.7955,0.0097,0.7716,0.0114
rubert,sent_len_bin,sent,japonese,n/a,11,1320,0.4163,0.3914,0.3586,-0.0045,0.2268,0.75,0.0145,0.7521,0.0114
rubert,sent_len_bin,sent,kazah,n/a,11,2276,0.4163,0.3914,0.3599,-0.0079,0.1993,0.7513,0.0138,0.7516,0.014
rubert,sent_len_bin,sent,korean,n/a,11,2175,0.4163,0.3914,0.3791,-0.0138,0.2361,0.7706,0.0116,0.7685,0.0098
rubert,sent_len_bin,sent,norwegian,n/a,11,849,0.4163,0.3914,0.3353,-0.0094,0.3109,0.7267,0.0249,0.7321,0.0261
rubert,sent_len_bin,sent,pushtu,n/a,11,293,0.4163,0.3914,0.3936,-0.0238,0.2221,0.785,0.0159,0.7892,0.0183
rubert,sent_len_bin,sent,swedish,n/a,11,1888,0.4163,0.3914,0.3538,-0.0132,0.0845,0.7452,0.018,0.7516,0.017
rubert,sent_len_bin,sent,thai,n/a,11,318,0.4163,0.3914,0.2658,-0.0472,0.5167,0.6572,0.0356,0.6471,0.0287
rubert,sent_len_bin,sent,сzech,n/a,11,832,0.4163,0.3914,0.4415,-0.012,0.2444,0.833,0.0264,0.7131,0.0477
rubert,sent_len_bin,sent,resource_high,high,11,19199,0.4163,0.3914,0.4153,-0.0086,0.0997,0.8067,0.0053,0.8065,0.0052
rubert,sent_len_bin,sent,resource_low,low,11,6284,0.4163,0.3914,0.3807,-0.004,0.2727,0.7721,0.0031,0.7642,0.005
rubert,sent_len_bin,sent,arabic,n/a,12,1152,0.4163,0.3914,0.3863,-0.0217,0.2936,0.7778,0.013,0.7703,0.0165
rubert,sent_len_bin,sent,bulgarian,n/a,12,758,0.4163,0.3914,0.3328,-0.0185,0.1556,0.7243,0.0118,0.7214,0.0115
rubert,sent_len_bin,sent,chinese,n/a,12,2261,0.4163,0.3914,0.3529,0.0027,0.2234,0.7444,0.0228,0.7479,0.0223
rubert,sent_len_bin,sent,english,n/a,12,2935,0.4163,0.3914,0.3697,0.0031,0.2464,0.7612,0.0096,0.7539,0.0135
rubert,sent_len_bin,sent,finnish,n/a,12,2695,0.4163,0.3914,0.3477,-0.0067,0.2287,0.7391,0.0082,0.7144,0.0146
rubert,sent_len_bin,sent,french,n/a,12,2187,0.4163,0.3914,0.3392,-0.0,0.1799,0.7307,0.0057,0.7272,0.0015
rubert,sent_len_bin,sent,german,n/a,12,1504,0.4163,0.3914,0.334,-0.0173,0.1779,0.7254,0.027,0.7187,0.0247
rubert,sent_len_bin,sent,hindi,n/a,12,322,0.4163,0.3914,0.3166,-0.0156,0.3096,0.708,0.01,0.7131,0.0084
rubert,sent_len_bin,sent,hungarian,n/a,12,217,0.4163,0.3914,0.3368,-0.0368,1.0989,0.7282,0.0217,0.7217,0.024
rubert,sent_len_bin,sent,italian,n/a,12,1501,0.4163,0.3914,0.3821,-0.022,0.2691,0.7735,0.0048,0.7474,0.0047
rubert,sent_len_bin,sent,japonese,n/a,12,1320,0.4163,0.3914,0.3419,-0.0167,0.2268,0.7333,0.0246,0.7345,0.0234
rubert,sent_len_bin,sent,kazah,n/a,12,2276,0.4163,0.3914,0.3515,-0.0083,0.1993,0.743,0.0148,0.7433,0.0127
rubert,sent_len_bin,sent,korean,n/a,12,2175,0.4163,0.3914,0.3612,-0.0179,0.2361,0.7526,0.0102,0.7514,0.0085
rubert,sent_len_bin,sent,norwegian,n/a,12,849,0.4163,0.3914,0.3341,-0.0012,0.3109,0.7256,0.0252,0.7296,0.0267
rubert,sent_len_bin,sent,pushtu,n/a,12,293,0.4163,0.3914,0.3732,-0.0204,0.2221,0.7647,0.0354,0.7674,0.0401
rubert,sent_len_bin,sent,swedish,n/a,12,1888,0.4163,0.3914,0.3226,-0.0313,0.0845,0.714,0.0151,0.7215,0.0147
rubert,sent_len_bin,sent,thai,n/a,12,318,0.4163,0.3914,0.2281,-0.0377,0.5167,0.6195,0.0557,0.6067,0.0561
rubert,sent_len_bin,sent,сzech,n/a,12,832,0.4163,0.3914,0.4115,-0.0301,0.2444,0.8029,0.0326,0.6647,0.0664
rubert,sent_len_bin,sent,resource_high,high,12,19199,0.4163,0.3914,0.4118,-0.0035,0.0997,0.8032,0.0057,0.8039,0.0052
rubert,sent_len_bin,sent,resource_low,low,12,6284,0.4163,0.3914,0.3777,-0.003,0.2727,0.7691,0.0035,0.7624,0.0035
rubert,subj_position,sent,random_baseline,n/a,12,25483,0.6776,0.6698,0.0,0.0,-1.0,0.6698,0.0012,0.278,0.0016
rubert,subj_position,sent,arabic,n/a,0,1152,0.6776,0.6698,0.075,0.7448,0.3181,0.7448,0.017,0.6009,0.0383
rubert,subj_position,sent,bulgarian,n/a,0,758,0.6776,0.6698,0.0954,0.7652,0.2815,0.7652,0.0194,0.6306,0.0256
rubert,subj_position,sent,chinese,n/a,0,2261,0.6776,0.6698,0.0051,0.6749,0.4524,0.6749,0.0114,0.5795,0.0245
rubert,subj_position,sent,english,n/a,0,2935,0.6776,0.6698,0.0314,0.7012,0.4572,0.7012,0.0102,0.5781,0.0093
rubert,subj_position,sent,finnish,n/a,0,2695,0.6776,0.6698,-0.0134,0.6564,0.4675,0.6564,0.004,0.5403,0.004
rubert,subj_position,sent,french,n/a,0,2187,0.6776,0.6698,0.0572,0.727,0.3456,0.727,0.0078,0.558,0.0211
rubert,subj_position,sent,german,n/a,0,1504,0.6776,0.6698,0.0297,0.6995,0.4903,0.6995,0.0131,0.5576,0.0147
rubert,subj_position,sent,hindi,n/a,0,322,0.6776,0.6698,0.1066,0.7764,0.0941,0.7764,0.0077,0.6289,0.0406
rubert,subj_position,sent,hungarian,n/a,0,217,0.6776,0.6698,0.0397,0.7095,0.4687,0.7095,0.0311,0.5276,0.0725
rubert,subj_position,sent,italian,n/a,0,1501,0.6776,0.6698,0.0177,0.6875,0.4541,0.6875,0.006,0.5186,0.0221
rubert,subj_position,sent,japonese,n/a,0,1320,0.6776,0.6698,0.1249,0.7947,0.2123,0.7947,0.0092,0.6923,0.0089
rubert,subj_position,sent,kazah,n/a,0,2276,0.6776,0.6698,0.0138,0.6837,0.5265,0.6837,0.0092,0.5799,0.0122
rubert,subj_position,sent,korean,n/a,0,2175,0.6776,0.6698,0.0396,0.7094,0.3635,0.7094,0.015,0.5643,0.0213
rubert,subj_position,sent,norwegian,n/a,0,849,0.6776,0.6698,0.064,0.7338,0.3615,0.7338,0.0164,0.6099,0.0344
rubert,subj_position,sent,pushtu,n/a,0,293,0.6776,0.6698,0.1116,0.7814,0.358,0.7814,0.0304,0.6008,0.0685
rubert,subj_position,sent,swedish,n/a,0,1888,0.6776,0.6698,0.0172,0.687,0.3009,0.687,0.016,0.6148,0.0184
rubert,subj_position,sent,thai,n/a,0,318,0.6776,0.6698,0.1352,0.805,0.4469,0.805,0.0222,0.6342,0.0356
rubert,subj_position,sent,сzech,n/a,0,832,0.6776,0.6698,-0.0051,0.6647,0.5923,0.6647,0.0054,0.4421,0.035
rubert,subj_position,sent,resource_high,high,0,19199,0.6776,0.6698,0.085,0.7548,0.2751,0.7548,0.0059,0.6311,0.0042
rubert,subj_position,sent,resource_low,low,0,6284,0.6776,0.6698,0.035,0.7048,0.3764,0.7048,0.0089,0.5833,0.0194
rubert,subj_position,sent,arabic,n/a,1,1152,0.6776,0.6698,0.0724,-0.0026,0.3181,0.7422,0.0149,0.6196,0.0308
rubert,subj_position,sent,bulgarian,n/a,1,758,0.6776,0.6698,0.098,0.0026,0.2815,0.7678,0.0147,0.6496,0.029
rubert,subj_position,sent,chinese,n/a,1,2261,0.6776,0.6698,-0.006,-0.0111,0.4524,0.6639,0.009,0.5669,0.0198
rubert,subj_position,sent,english,n/a,1,2935,0.6776,0.6698,0.0297,-0.0017,0.4572,0.6995,0.0144,0.5841,0.0165
rubert,subj_position,sent,finnish,n/a,1,2695,0.6776,0.6698,-0.013,0.0004,0.4675,0.6568,0.003,0.5563,0.0132
rubert,subj_position,sent,french,n/a,1,2187,0.6776,0.6698,0.0444,-0.0128,0.3456,0.7142,0.0091,0.5407,0.0173
rubert,subj_position,sent,german,n/a,1,1504,0.6776,0.6698,0.0157,-0.014,0.4903,0.6855,0.0134,0.5563,0.0272
rubert,subj_position,sent,hindi,n/a,1,322,0.6776,0.6698,0.1159,0.0093,0.0941,0.7857,0.0084,0.6635,0.046
rubert,subj_position,sent,hungarian,n/a,1,217,0.6776,0.6698,0.0258,-0.0139,0.4687,0.6956,0.0317,0.5421,0.0727
rubert,subj_position,sent,italian,n/a,1,1501,0.6776,0.6698,0.0017,-0.016,0.4541,0.6715,0.007,0.5099,0.0125
rubert,subj_position,sent,japonese,n/a,1,1320,0.6776,0.6698,0.1226,-0.0023,0.2123,0.7924,0.0113,0.6946,0.0164
rubert,subj_position,sent,kazah,n/a,1,2276,0.6776,0.6698,0.0231,0.0092,0.5265,0.6929,0.0018,0.5965,0.0022
rubert,subj_position,sent,korean,n/a,1,2175,0.6776,0.6698,0.0474,0.0078,0.3635,0.7172,0.0173,0.5703,0.0228
rubert,subj_position,sent,norwegian,n/a,1,849,0.6776,0.6698,0.064,-0.0,0.3615,0.7338,0.0145,0.6251,0.0214
rubert,subj_position,sent,pushtu,n/a,1,293,0.6776,0.6698,0.1082,-0.0034,0.358,0.778,0.0253,0.6201,0.0456
rubert,subj_position,sent,swedish,n/a,1,1888,0.6776,0.6698,0.0214,0.0042,0.3009,0.6912,0.0104,0.6227,0.0052
rubert,subj_position,sent,thai,n/a,1,318,0.6776,0.6698,0.1384,0.0031,0.4469,0.8082,0.0271,0.6547,0.048
rubert,subj_position,sent,сzech,n/a,1,832,0.6776,0.6698,-0.0184,-0.0133,0.5923,0.6514,0.0241,0.4418,0.0119
rubert,subj_position,sent,resource_high,high,1,19199,0.6776,0.6698,0.0914,0.0064,0.2751,0.7612,0.0075,0.6417,0.0091
rubert,subj_position,sent,resource_low,low,1,6284,0.6776,0.6698,0.0374,0.0024,0.3764,0.7072,0.0087,0.5879,0.0136
rubert,subj_position,sent,arabic,n/a,2,1152,0.6776,0.6698,0.081,0.0087,0.3181,0.7509,0.0128,0.6311,0.008
rubert,subj_position,sent,bulgarian,n/a,2,758,0.6776,0.6698,0.0927,-0.0053,0.2815,0.7625,0.0139,0.6505,0.0134
rubert,subj_position,sent,chinese,n/a,2,2261,0.6776,0.6698,0.0117,0.0177,0.4524,0.6816,0.0096,0.5933,0.0136
rubert,subj_position,sent,english,n/a,2,2935,0.6776,0.6698,0.0361,0.0065,0.4572,0.706,0.007,0.5904,0.0112
rubert,subj_position,sent,finnish,n/a,2,2695,0.6776,0.6698,-0.0082,0.0048,0.4675,0.6616,0.0121,0.5567,0.0158
rubert,subj_position,sent,french,n/a,2,2187,0.6776,0.6698,0.0709,0.0265,0.3456,0.7407,0.0051,0.5826,0.0048
rubert,subj_position,sent,german,n/a,2,1504,0.6776,0.6698,0.033,0.0173,0.4903,0.7028,0.0184,0.5801,0.0157
rubert,subj_position,sent,hindi,n/a,2,322,0.6776,0.6698,0.0973,-0.0186,0.0941,0.7671,0.0067,0.6295,0.0313
rubert,subj_position,sent,hungarian,n/a,2,217,0.6776,0.6698,0.0167,-0.0091,0.4687,0.6865,0.0337,0.5159,0.0495
rubert,subj_position,sent,italian,n/a,2,1501,0.6776,0.6698,0.0051,0.0033,0.4541,0.6749,0.0008,0.5088,0.0052
rubert,subj_position,sent,japonese,n/a,2,1320,0.6776,0.6698,0.1256,0.003,0.2123,0.7955,0.0113,0.6964,0.0143
rubert,subj_position,sent,kazah,n/a,2,2276,0.6776,0.6698,0.0108,-0.0123,0.5265,0.6806,0.0044,0.5761,0.0086
rubert,subj_position,sent,korean,n/a,2,2175,0.6776,0.6698,0.0497,0.0023,0.3635,0.7195,0.0056,0.5741,0.0157
rubert,subj_position,sent,norwegian,n/a,2,849,0.6776,0.6698,0.0687,0.0047,0.3615,0.7385,0.0076,0.624,0.0286
rubert,subj_position,sent,pushtu,n/a,2,293,0.6776,0.6698,0.1048,-0.0034,0.358,0.7746,0.0233,0.604,0.0375
rubert,subj_position,sent,swedish,n/a,2,1888,0.6776,0.6698,0.0373,0.0159,0.3009,0.7071,0.0206,0.6388,0.0177
rubert,subj_position,sent,thai,n/a,2,318,0.6776,0.6698,0.1384,0.0,0.4469,0.8082,0.0194,0.6557,0.0228
rubert,subj_position,sent,сzech,n/a,2,832,0.6776,0.6698,-0.0148,0.0036,0.5923,0.655,0.0372,0.4671,0.0207
rubert,subj_position,sent,resource_high,high,2,19199,0.6776,0.6698,0.094,0.0026,0.2751,0.7638,0.0066,0.6511,0.0053
rubert,subj_position,sent,resource_low,low,2,6284,0.6776,0.6698,0.0445,0.0072,0.3764,0.7144,0.0071,0.6012,0.0114
rubert,subj_position,sent,arabic,n/a,3,1152,0.6776,0.6698,0.0741,-0.0069,0.3181,0.7439,0.0125,0.6174,0.0086
rubert,subj_position,sent,bulgarian,n/a,3,758,0.6776,0.6698,0.1086,0.0158,0.2815,0.7784,0.0317,0.6562,0.0339
rubert,subj_position,sent,chinese,n/a,3,2261,0.6776,0.6698,0.0308,0.019,0.4524,0.7006,0.0056,0.6165,0.0141
rubert,subj_position,sent,english,n/a,3,2935,0.6776,0.6698,0.0396,0.0034,0.4572,0.7094,0.0045,0.5884,0.0053
rubert,subj_position,sent,finnish,n/a,3,2695,0.6776,0.6698,0.0088,0.0171,0.4675,0.6787,0.0059,0.5773,0.0121
rubert,subj_position,sent,french,n/a,3,2187,0.6776,0.6698,0.0737,0.0027,0.3456,0.7435,0.0089,0.5813,0.0122
rubert,subj_position,sent,german,n/a,3,1504,0.6776,0.6698,0.0383,0.0053,0.4903,0.7081,0.0245,0.5816,0.0278
rubert,subj_position,sent,hindi,n/a,3,322,0.6776,0.6698,0.0972,-0.0001,0.0941,0.767,0.0208,0.6238,0.0399
rubert,subj_position,sent,hungarian,n/a,3,217,0.6776,0.6698,0.0443,0.0277,0.4687,0.7142,0.0336,0.5583,0.056
rubert,subj_position,sent,italian,n/a,3,1501,0.6776,0.6698,0.0124,0.0073,0.4541,0.6822,0.0144,0.5193,0.0232
rubert,subj_position,sent,japonese,n/a,3,1320,0.6776,0.6698,0.1302,0.0045,0.2123,0.8,0.0085,0.7097,0.0139
rubert,subj_position,sent,kazah,n/a,3,2276,0.6776,0.6698,0.0341,0.0233,0.5265,0.7039,0.0098,0.6124,0.0072
rubert,subj_position,sent,korean,n/a,3,2175,0.6776,0.6698,0.0667,0.017,0.3635,0.7366,0.003,0.6042,0.0126
rubert,subj_position,sent,norwegian,n/a,3,849,0.6776,0.6698,0.0781,0.0094,0.3615,0.7479,0.013,0.6349,0.0149
rubert,subj_position,sent,pushtu,n/a,3,293,0.6776,0.6698,0.0912,-0.0136,0.358,0.761,0.0182,0.5913,0.0321
rubert,subj_position,sent,swedish,n/a,3,1888,0.6776,0.6698,0.0505,0.0132,0.3009,0.7203,0.013,0.6468,0.0206
rubert,subj_position,sent,thai,n/a,3,318,0.6776,0.6698,0.1226,-0.0157,0.4469,0.7925,0.0308,0.6254,0.0399
rubert,subj_position,sent,сzech,n/a,3,832,0.6776,0.6698,-0.0027,0.0121,0.5923,0.6671,0.0266,0.4756,0.0342
rubert,subj_position,sent,resource_high,high,3,19199,0.6776,0.6698,0.1079,0.0139,0.2751,0.7777,0.0037,0.673,0.005
rubert,subj_position,sent,resource_low,low,3,6284,0.6776,0.6698,0.0555,0.011,0.3764,0.7253,0.0127,0.6114,0.0121
rubert,subj_position,sent,arabic,n/a,4,1152,0.6776,0.6698,0.0889,0.0148,0.3181,0.7587,0.0081,0.6455,0.0031
rubert,subj_position,sent,bulgarian,n/a,4,758,0.6776,0.6698,0.1112,0.0026,0.2815,0.781,0.0421,0.6704,0.0508
rubert,subj_position,sent,chinese,n/a,4,2261,0.6776,0.6698,0.0608,0.0301,0.4524,0.7306,0.0051,0.6533,0.0111
rubert,subj_position,sent,english,n/a,4,2935,0.6776,0.6698,0.0631,0.0235,0.4572,0.7329,0.0176,0.6245,0.023
rubert,subj_position,sent,finnish,n/a,4,2695,0.6776,0.6698,0.0359,0.0271,0.4675,0.7058,0.0054,0.6103,0.0085
rubert,subj_position,sent,french,n/a,4,2187,0.6776,0.6698,0.0883,0.0146,0.3456,0.7581,0.0095,0.5968,0.0182
rubert,subj_position,sent,german,n/a,4,1504,0.6776,0.6698,0.0689,0.0306,0.4903,0.7387,0.0155,0.6148,0.0163
rubert,subj_position,sent,hindi,n/a,4,322,0.6776,0.6698,0.0972,0.0,0.0941,0.767,0.0205,0.6135,0.0319
rubert,subj_position,sent,hungarian,n/a,4,217,0.6776,0.6698,0.0444,0.0001,0.4687,0.7142,0.0141,0.5597,0.0442
rubert,subj_position,sent,italian,n/a,4,1501,0.6776,0.6698,0.0444,0.032,0.4541,0.7142,0.0077,0.5506,0.036
rubert,subj_position,sent,japonese,n/a,4,1320,0.6776,0.6698,0.1347,0.0045,0.2123,0.8045,0.0049,0.7082,0.0105
rubert,subj_position,sent,kazah,n/a,4,2276,0.6776,0.6698,0.0688,0.0347,0.5265,0.7386,0.0145,0.6481,0.0159
rubert,subj_position,sent,korean,n/a,4,2175,0.6776,0.6698,0.0833,0.0166,0.3635,0.7531,0.0063,0.6238,0.02
rubert,subj_position,sent,norwegian,n/a,4,849,0.6776,0.6698,0.0946,0.0165,0.3615,0.7644,0.0192,0.6625,0.0189
rubert,subj_position,sent,pushtu,n/a,4,293,0.6776,0.6698,0.1014,0.0102,0.358,0.7713,0.0182,0.6169,0.0291
rubert,subj_position,sent,swedish,n/a,4,1888,0.6776,0.6698,0.0669,0.0164,0.3009,0.7368,0.0153,0.6704,0.0158
rubert,subj_position,sent,thai,n/a,4,318,0.6776,0.6698,0.1321,0.0094,0.4469,0.8019,0.0278,0.6395,0.0353
rubert,subj_position,sent,сzech,n/a,4,832,0.6776,0.6698,0.0081,0.0108,0.5923,0.6779,0.021,0.4904,0.0264
rubert,subj_position,sent,resource_high,high,4,19199,0.6776,0.6698,0.122,0.0141,0.2751,0.7919,0.0061,0.6973,0.0077
rubert,subj_position,sent,resource_low,low,4,6284,0.6776,0.6698,0.0805,0.025,0.3764,0.7503,0.0114,0.6472,0.0128
rubert,subj_position,sent,arabic,n/a,5,1152,0.6776,0.6698,0.1036,0.0148,0.3181,0.7734,0.0056,0.6589,0.0147
rubert,subj_position,sent,bulgarian,n/a,5,758,0.6776,0.6698,0.1217,0.0105,0.2815,0.7916,0.021,0.6695,0.0265
rubert,subj_position,sent,chinese,n/a,5,2261,0.6776,0.6698,0.0679,0.0071,0.4524,0.7377,0.0078,0.6566,0.0108
rubert,subj_position,sent,english,n/a,5,2935,0.6776,0.6698,0.0954,0.0324,0.4572,0.7652,0.0147,0.6702,0.0127
rubert,subj_position,sent,finnish,n/a,5,2695,0.6776,0.6698,0.0493,0.0134,0.4675,0.7191,0.0062,0.6163,0.0116
rubert,subj_position,sent,french,n/a,5,2187,0.6776,0.6698,0.0993,0.011,0.3456,0.7691,0.01,0.6068,0.0204
rubert,subj_position,sent,german,n/a,5,1504,0.6776,0.6698,0.1054,0.0366,0.4903,0.7753,0.0095,0.6669,0.0063
rubert,subj_position,sent,hindi,n/a,5,322,0.6776,0.6698,0.1003,0.0031,0.0941,0.7701,0.0165,0.6007,0.0386
rubert,subj_position,sent,hungarian,n/a,5,217,0.6776,0.6698,0.0538,0.0094,0.4687,0.7236,0.0177,0.5651,0.031
rubert,subj_position,sent,italian,n/a,5,1501,0.6776,0.6698,0.0637,0.0193,0.4541,0.7335,0.012,0.566,0.0206
rubert,subj_position,sent,japonese,n/a,5,1320,0.6776,0.6698,0.1423,0.0076,0.2123,0.8121,0.0102,0.7206,0.0169
rubert,subj_position,sent,kazah,n/a,5,2276,0.6776,0.6698,0.0885,0.0198,0.5265,0.7584,0.0138,0.6775,0.013
rubert,subj_position,sent,korean,n/a,5,2175,0.6776,0.6698,0.0998,0.0166,0.3635,0.7697,0.0069,0.6528,0.0022
rubert,subj_position,sent,norwegian,n/a,5,849,0.6776,0.6698,0.0923,-0.0024,0.3615,0.7621,0.0169,0.6515,0.0289
rubert,subj_position,sent,pushtu,n/a,5,293,0.6776,0.6698,0.098,-0.0035,0.358,0.7678,0.0253,0.6078,0.0399
rubert,subj_position,sent,swedish,n/a,5,1888,0.6776,0.6698,0.0797,0.0127,0.3009,0.7495,0.01,0.6862,0.0155
rubert,subj_position,sent,thai,n/a,5,318,0.6776,0.6698,0.1415,0.0094,0.4469,0.8113,0.0231,0.6439,0.0363
rubert,subj_position,sent,сzech,n/a,5,832,0.6776,0.6698,0.0622,0.0541,0.5923,0.732,0.0148,0.561,0.0277
rubert,subj_position,sent,resource_high,high,5,19199,0.6776,0.6698,0.1395,0.0175,0.2751,0.8094,0.0021,0.7234,0.0036
rubert,subj_position,sent,resource_low,low,5,6284,0.6776,0.6698,0.0955,0.015,0.3764,0.7653,0.0069,0.6651,0.0114
rubert,subj_position,sent,arabic,n/a,6,1152,0.6776,0.6698,0.1149,0.0113,0.3181,0.7847,0.0032,0.6785,0.0115
rubert,subj_position,sent,bulgarian,n/a,6,758,0.6776,0.6698,0.1376,0.0159,0.2815,0.8074,0.0205,0.6938,0.0444
rubert,subj_position,sent,chinese,n/a,6,2261,0.6776,0.6698,0.0763,0.0084,0.4524,0.7461,0.0149,0.6661,0.0211
rubert,subj_position,sent,english,n/a,6,2935,0.6776,0.6698,0.1005,0.0051,0.4572,0.7704,0.0134,0.6668,0.0197
rubert,subj_position,sent,finnish,n/a,6,2695,0.6776,0.6698,0.0593,0.01,0.4675,0.7291,0.0156,0.6323,0.0292
rubert,subj_position,sent,french,n/a,6,2187,0.6776,0.6698,0.1075,0.0082,0.3456,0.7773,0.0062,0.6155,0.009
rubert,subj_position,sent,german,n/a,6,1504,0.6776,0.6698,0.1088,0.0033,0.4903,0.7786,0.0063,0.6709,0.0087
rubert,subj_position,sent,hindi,n/a,6,322,0.6776,0.6698,0.0909,-0.0094,0.0941,0.7607,0.0352,0.6003,0.0555
rubert,subj_position,sent,hungarian,n/a,6,217,0.6776,0.6698,0.0492,-0.0046,0.4687,0.7191,0.0331,0.5705,0.0281
