model,task,task_level,layer,n_items,majority,rand_acc,selectivity,delta,expected_layer,acc_mean,acc_std,f1_mean,f1_std,group,l1,prof_level,mode
xlmr,verb_position,sent,1,6244,0.6622,0.6456,-0.016,-0.0082,0.604,0.6296,0.0017,0.4093,0.0019,C1,all,C1,pooled
xlmr,verb_position,sent,2,1650,0.6622,0.6456,0.0217,0.0012,0.6754,0.6673,0.0026,0.4384,0.0069,A1,all,A1,pooled
xlmr,verb_position,sent,2,3632,0.6622,0.6456,0.0168,-0.0014,0.5131,0.6624,0.0089,0.4366,0.0173,A2,all,A2,pooled
xlmr,verb_position,sent,2,6422,0.6622,0.6456,0.0187,-0.0025,0.561,0.6643,0.0103,0.4491,0.0211,B1,all,B1,pooled
xlmr,verb_position,sent,2,7535,0.6622,0.6456,-0.0038,0.0035,0.565,0.6418,0.0074,0.4178,0.0158,B2,all,B2,pooled
xlmr,verb_position,sent,2,6244,0.6622,0.6456,-0.0183,-0.0022,0.604,0.6273,0.0053,0.4168,0.0041,C1,all,C1,pooled
xlmr,verb_position,sent,3,1650,0.6622,0.6456,0.018,-0.0036,0.6754,0.6636,0.0083,0.4266,0.0169,A1,all,A1,pooled
xlmr,verb_position,sent,3,3632,0.6622,0.6456,0.0273,0.0105,0.5131,0.6729,0.006,0.4508,0.0113,A2,all,A2,pooled
xlmr,verb_position,sent,3,6422,0.6622,0.6456,0.029,0.0103,0.561,0.6746,0.0053,0.4666,0.0162,B1,all,B1,pooled
xlmr,verb_position,sent,3,7535,0.6622,0.6456,0.0055,0.0093,0.565,0.6511,0.0024,0.4367,0.014,B2,all,B2,pooled
xlmr,verb_position,sent,3,6244,0.6622,0.6456,-0.0104,0.0078,0.604,0.6352,0.0028,0.4177,0.0051,C1,all,C1,pooled
xlmr,verb_position,sent,4,1650,0.6622,0.6456,0.0156,-0.0024,0.6754,0.6612,0.0149,0.4117,0.0157,A1,all,A1,pooled
xlmr,verb_position,sent,4,3632,0.6622,0.6456,0.0306,0.0033,0.5131,0.6762,0.0039,0.4686,0.0117,A2,all,A2,pooled
xlmr,verb_position,sent,4,6422,0.6622,0.6456,0.0268,-0.0022,0.561,0.6724,0.0062,0.471,0.0105,B1,all,B1,pooled
xlmr,verb_position,sent,4,7535,0.6622,0.6456,0.0144,0.0089,0.565,0.66,0.0043,0.4419,0.0121,B2,all,B2,pooled
xlmr,verb_position,sent,4,6244,0.6622,0.6456,0.0013,0.0117,0.604,0.6469,0.0031,0.4396,0.0087,C1,all,C1,pooled
xlmr,verb_position,sent,5,1650,0.6622,0.6456,0.0138,-0.0018,0.6754,0.6594,0.0167,0.4179,0.0253,A1,all,A1,pooled
xlmr,verb_position,sent,5,3632,0.6622,0.6456,0.0394,0.0088,0.5131,0.685,0.0029,0.469,0.0217,A2,all,A2,pooled
xlmr,verb_position,sent,5,6422,0.6622,0.6456,0.036,0.0092,0.561,0.6816,0.0056,0.4912,0.0008,B1,all,B1,pooled
xlmr,verb_position,sent,5,7535,0.6622,0.6456,0.0266,0.0122,0.565,0.6722,0.0056,0.4635,0.018,B2,all,B2,pooled
xlmr,verb_position,sent,5,6244,0.6622,0.6456,0.0112,0.0099,0.604,0.6568,0.0057,0.4695,0.0053,C1,all,C1,pooled
xlmr,verb_position,sent,6,1650,0.6622,0.6456,0.0126,-0.0012,0.6754,0.6582,0.0167,0.4219,0.016,A1,all,A1,pooled
xlmr,verb_position,sent,6,3632,0.6622,0.6456,0.0375,-0.0019,0.5131,0.6831,0.002,0.4548,0.0033,A2,all,A2,pooled
xlmr,verb_position,sent,6,6422,0.6622,0.6456,0.0447,0.0087,0.561,0.6903,0.0066,0.4945,0.0028,B1,all,B1,pooled
xlmr,verb_position,sent,6,7535,0.6622,0.6456,0.0322,0.0056,0.565,0.6778,0.0033,0.4851,0.0034,B2,all,B2,pooled
xlmr,verb_position,sent,6,6244,0.6622,0.6456,0.0189,0.0077,0.604,0.6645,0.0016,0.4765,0.0079,C1,all,C1,pooled
xlmr,verb_position,sent,7,1650,0.6622,0.6456,0.0235,0.0109,0.6754,0.6691,0.0015,0.4286,0.0109,A1,all,A1,pooled
xlmr,verb_position,sent,7,3632,0.6622,0.6456,0.0546,0.0171,0.5131,0.7002,0.0082,0.4862,0.0231,A2,all,A2,pooled
xlmr,verb_position,sent,7,6422,0.6622,0.6456,0.0518,0.0072,0.561,0.6974,0.0092,0.5014,0.0008,B1,all,B1,pooled
xlmr,verb_position,sent,7,7535,0.6622,0.6456,0.0346,0.0024,0.565,0.6802,0.0025,0.4907,0.0069,B2,all,B2,pooled
xlmr,verb_position,sent,7,6244,0.6622,0.6456,0.0214,0.0026,0.604,0.667,0.0085,0.4922,0.0099,C1,all,C1,pooled
xlmr,verb_position,sent,8,1650,0.6622,0.6456,0.0277,0.0042,0.6754,0.6733,0.0149,0.446,0.0341,A1,all,A1,pooled
xlmr,verb_position,sent,8,3632,0.6622,0.6456,0.0477,-0.0069,0.5131,0.6933,0.007,0.4806,0.0138,A2,all,A2,pooled
xlmr,verb_position,sent,8,6422,0.6622,0.6456,0.0475,-0.0044,0.561,0.6931,0.0094,0.4983,0.0032,B1,all,B1,pooled
xlmr,verb_position,sent,8,7535,0.6622,0.6456,0.0335,-0.0011,0.565,0.6791,0.0063,0.4932,0.0161,B2,all,B2,pooled
xlmr,verb_position,sent,8,6244,0.6622,0.6456,0.0179,-0.0035,0.604,0.6635,0.0065,0.4898,0.0144,C1,all,C1,pooled
xlmr,verb_position,sent,9,1650,0.6622,0.6456,0.0271,-0.0006,0.6754,0.6727,0.0118,0.4462,0.0322,A1,all,A1,pooled
xlmr,verb_position,sent,9,3632,0.6622,0.6456,0.0444,-0.0033,0.5131,0.69,0.0093,0.4785,0.0174,A2,all,A2,pooled
xlmr,verb_position,sent,9,6422,0.6622,0.6456,0.0353,-0.0121,0.561,0.6809,0.009,0.4841,0.0079,B1,all,B1,pooled
xlmr,verb_position,sent,9,7535,0.6622,0.6456,0.0351,0.0016,0.565,0.6807,0.0043,0.4883,0.0085,B2,all,B2,pooled
xlmr,verb_position,sent,9,6244,0.6622,0.6456,0.0195,0.0016,0.604,0.6651,0.0082,0.4744,0.0119,C1,all,C1,pooled
xlmr,verb_position,sent,10,1650,0.6622,0.6456,0.038,0.0109,0.6754,0.6836,0.0083,0.4522,0.0258,A1,all,A1,pooled
xlmr,verb_position,sent,10,3632,0.6622,0.6456,0.0502,0.0058,0.5131,0.6958,0.0071,0.4843,0.0124,A2,all,A2,pooled
xlmr,verb_position,sent,10,6422,0.6622,0.6456,0.033,-0.0023,0.561,0.6786,0.0098,0.4685,0.0146,B1,all,B1,pooled
xlmr,verb_position,sent,10,7535,0.6622,0.6456,0.023,-0.0121,0.565,0.6686,0.0058,0.463,0.0049,B2,all,B2,pooled
xlmr,verb_position,sent,10,6244,0.6622,0.6456,0.0061,-0.0135,0.604,0.6517,0.0036,0.4534,0.0048,C1,all,C1,pooled
xlmr,verb_position,sent,11,1650,0.6622,0.6456,0.0368,-0.0012,0.6754,0.6824,0.0075,0.4509,0.0212,A1,all,A1,pooled
xlmr,verb_position,sent,11,3632,0.6622,0.6456,0.0535,0.0033,0.5131,0.6991,0.0097,0.4813,0.0116,A2,all,A2,pooled
xlmr,verb_position,sent,11,6422,0.6622,0.6456,0.0307,-0.0023,0.561,0.6763,0.0065,0.4661,0.0085,B1,all,B1,pooled
xlmr,verb_position,sent,11,7535,0.6622,0.6456,0.0219,-0.0011,0.565,0.6676,0.0062,0.4574,0.0098,B2,all,B2,pooled
xlmr,verb_position,sent,11,6244,0.6622,0.6456,0.0051,-0.001,0.604,0.6507,0.0041,0.4553,0.0067,C1,all,C1,pooled
xlmr,verb_position,sent,12,1650,0.6622,0.6456,0.0598,0.023,0.6754,0.7055,0.0134,0.416,0.0121,A1,all,A1,pooled
xlmr,verb_position,sent,12,3632,0.6622,0.6456,0.0598,0.0063,0.5131,0.7054,0.0024,0.4291,0.0084,A2,all,A2,pooled
xlmr,verb_position,sent,12,6422,0.6622,0.6456,0.0495,0.0188,0.561,0.6951,0.0063,0.412,0.0121,B1,all,B1,pooled
xlmr,verb_position,sent,12,7535,0.6622,0.6456,0.0388,0.0169,0.565,0.6844,0.0036,0.4045,0.0036,B2,all,B2,pooled
xlmr,verb_position,sent,12,6244,0.6622,0.6456,0.0237,0.0186,0.604,0.6693,0.0039,0.3912,0.0021,C1,all,C1,pooled
xlmr,verb_position,sent,12,25483,0.6622,0.6456,0.0,0.0,-1.0,0.6456,0.0011,0.2807,0.0014,random_baseline,all,n/a,pooled
xlmr,svo_order,sent,0,3632,0.4079,0.3586,0.3107,0.6693,0.4018,0.6693,0.018,0.3177,0.0119,A2,all,A2,pooled
xlmr,svo_order,sent,0,6422,0.4079,0.3586,0.2931,0.6517,0.4818,0.6517,0.0131,0.324,0.0016,B1,all,B1,pooled
xlmr,svo_order,sent,0,7535,0.4079,0.3586,0.2612,0.6198,0.4742,0.6198,0.0095,0.3008,0.0107,B2,all,B2,pooled
xlmr,svo_order,sent,0,6244,0.4079,0.3586,0.2386,0.5972,0.5557,0.5972,0.0089,0.2879,0.0135,C1,all,C1,pooled
xlmr,svo_order,sent,1,3632,0.4079,0.3586,0.303,-0.0077,0.4018,0.6616,0.0163,0.3298,0.0193,A2,all,A2,pooled
xlmr,svo_order,sent,1,6422,0.4079,0.3586,0.2742,-0.0188,0.4818,0.6328,0.0099,0.3297,0.0036,B1,all,B1,pooled
xlmr,svo_order,sent,1,7535,0.4079,0.3586,0.2401,-0.0211,0.4742,0.5987,0.0039,0.3212,0.0055,B2,all,B2,pooled
xlmr,svo_order,sent,1,6244,0.4079,0.3586,0.2143,-0.0243,0.5557,0.5729,0.005,0.2972,0.0036,C1,all,C1,pooled
xlmr,svo_order,sent,2,3632,0.4079,0.3586,0.2953,-0.0077,0.4018,0.6539,0.0082,0.3321,0.0124,A2,all,A2,pooled
xlmr,svo_order,sent,2,6422,0.4079,0.3586,0.2783,0.004,0.4818,0.6369,0.0069,0.3401,0.006,B1,all,B1,pooled
xlmr,svo_order,sent,2,7535,0.4079,0.3586,0.2342,-0.0058,0.4742,0.5928,0.0047,0.322,0.0071,B2,all,B2,pooled
xlmr,svo_order,sent,2,6244,0.4079,0.3586,0.2202,0.0059,0.5557,0.5788,0.005,0.3126,0.0143,C1,all,C1,pooled
xlmr,svo_order,sent,3,3632,0.4079,0.3586,0.297,0.0017,0.4018,0.6556,0.0082,0.3339,0.0106,A2,all,A2,pooled
xlmr,svo_order,sent,3,6422,0.4079,0.3586,0.2887,0.0104,0.4818,0.6473,0.0011,0.3517,0.0127,B1,all,B1,pooled
xlmr,svo_order,sent,3,7535,0.4079,0.3586,0.2518,0.0175,0.4742,0.6104,0.0032,0.3338,0.0065,B2,all,B2,pooled
xlmr,svo_order,sent,3,6244,0.4079,0.3586,0.2298,0.0096,0.5557,0.5884,0.0078,0.3191,0.0016,C1,all,C1,pooled
xlmr,svo_order,sent,4,3632,0.4079,0.3586,0.3198,0.0229,0.4018,0.6784,0.0081,0.3445,0.032,A2,all,A2,pooled
xlmr,svo_order,sent,4,6422,0.4079,0.3586,0.2945,0.0058,0.4818,0.6531,0.0054,0.3527,0.0084,B1,all,B1,pooled
xlmr,svo_order,sent,4,7535,0.4079,0.3586,0.2733,0.0215,0.4742,0.6319,0.002,0.3501,0.0082,B2,all,B2,pooled
xlmr,svo_order,sent,4,6244,0.4079,0.3586,0.2413,0.0115,0.5557,0.5999,0.0024,0.322,0.0119,C1,all,C1,pooled
xlmr,svo_order,sent,5,3632,0.4079,0.3586,0.3308,0.011,0.4018,0.6894,0.0059,0.3576,0.0202,A2,all,A2,pooled
